#   x       y(x)            y(x)^2       classical p(x)      V
 -0.895  5.03236535e-01  2.53247010e-01  7.28743509e-01    0.400512
 -0.894  5.03686881e-01  2.53700474e-01  7.25489341e-01    0.399618
 -0.893  5.04137127e-01  2.54154242e-01  7.22281947e-01    0.398725
 -0.892  5.04587270e-01  2.54608313e-01  7.19120240e-01    0.397832
 -0.891  5.05037310e-01  2.55062684e-01  7.16003166e-01    0.396941
 -0.890  5.05487246e-01  2.55517356e-01  7.12929707e-01    0.396050
 -0.889  5.05937077e-01  2.55972326e-01  7.09898875e-01    0.395161
 -0.888  5.06386802e-01  2.56427593e-01  7.06909714e-01    0.394272
 -0.887  5.06836419e-01  2.56883156e-01  7.03961299e-01    0.393385
 -0.886  5.07285929e-01  2.57339014e-01  7.01052732e-01    0.392498
 -0.885  5.07735330e-01  2.57795165e-01  6.98183142e-01    0.391613
 -0.884  5.08184620e-01  2.58251608e-01  6.95351686e-01    0.390728
 -0.883  5.08633800e-01  2.58708342e-01  6.92557545e-01    0.389844
 -0.882  5.09082867e-01  2.59165366e-01  6.89799925e-01    0.388962
 -0.881  5.09531822e-01  2.59622677e-01  6.87078055e-01    0.388080
 -0.880  5.09980662e-01  2.60080276e-01  6.84391187e-01    0.387200
 -0.879  5.10429387e-01  2.60538159e-01  6.81738594e-01    0.386321
 -0.878  5.10877997e-01  2.60996327e-01  6.79119572e-01    0.385442
 -0.877  5.11326489e-01  2.61454778e-01  6.76533434e-01    0.384564
 -0.876  5.11774863e-01  2.61913510e-01  6.73979515e-01    0.383688
 -0.875  5.12223118e-01  2.62372523e-01  6.71457167e-01    0.382812
 -0.874  5.12671253e-01  2.62831814e-01  6.68965761e-01    0.381938
 -0.873  5.13119267e-01  2.63291382e-01  6.66504686e-01    0.381064
 -0.872  5.13567159e-01  2.63751227e-01  6.64073346e-01    0.380192
 -0.871  5.14014928e-01  2.64211346e-01  6.61671162e-01    0.379321
 -0.870  5.14462573e-01  2.64671739e-01  6.59297572e-01    0.378450
 -0.869  5.14910092e-01  2.65132403e-01  6.56952028e-01    0.377580
 -0.868  5.15357486e-01  2.65593338e-01  6.54633995e-01    0.376712
 -0.867  5.15804753e-01  2.66054543e-01  6.52342955e-01    0.375844
 -0.866  5.16251891e-01  2.66516015e-01  6.50078402e-01    0.374978
 -0.865  5.16698901e-01  2.66977754e-01  6.47839842e-01    0.374113
 -0.864  5.17145780e-01  2.67439758e-01  6.45626797e-01    0.373248
 -0.863  5.17592528e-01  2.67902025e-01  6.43438799e-01    0.372385
 -0.862  5.18039144e-01  2.68364555e-01  6.41275392e-01    0.371522
 -0.861  5.18485627e-01  2.68827346e-01  6.39136131e-01    0.370661
 -0.860  5.18931976e-01  2.69290396e-01  6.37020584e-01    0.369800
 -0.859  5.19378190e-01  2.69753704e-01  6.34928329e-01    0.368941
 -0.858  5.19824268e-01  2.70217269e-01  6.32858954e-01    0.368082
 -0.857  5.20270208e-01  2.70681089e-01  6.30812057e-01    0.367225
 -0.856  5.20716010e-01  2.71145163e-01  6.28787246e-01    0.366368
 -0.855  5.21161674e-01  2.71609490e-01  6.26784139e-01    0.365512
 -0.854  5.21607197e-01  2.72074067e-01  6.24802363e-01    0.364658
 -0.853  5.22052578e-01  2.72538895e-01  6.22841553e-01    0.363804
 -0.852  5.22497818e-01  2.73003970e-01  6.20901354e-01    0.362952
 -0.851  5.22942914e-01  2.73469292e-01  6.18981419e-01    0.362100
 -0.850  5.23387866e-01  2.73934859e-01  6.17081409e-01    0.361250
 -0.849  5.23832673e-01  2.74400670e-01  6.15200992e-01    0.360400
 -0.848  5.24277334e-01  2.74866723e-01  6.13339844e-01    0.359552
 -0.847  5.24721847e-01  2.75333017e-01  6.11497651e-01    0.358704
 -0.846  5.25166212e-01  2.75799551e-01  6.09674102e-01    0.357858
 -0.845  5.25610428e-01  2.76266322e-01  6.07868896e-01    0.357012
 -0.844  5.26054494e-01  2.76733330e-01  6.06081738e-01    0.356168
 -0.843  5.26498408e-01  2.77200573e-01  6.04312339e-01    0.355324
 -0.842  5.26942170e-01  2.77668050e-01  6.02560418e-01    0.354482
 -0.841  5.27385778e-01  2.78135759e-01  6.00825698e-01    0.353640
 -0.840  5.27829232e-01  2.78603698e-01  5.99107909e-01    0.352800
 -0.839  5.28272531e-01  2.79071867e-01  5.97406789e-01    0.351960
 -0.838  5.28715673e-01  2.79540263e-01  5.95722077e-01    0.351122
 -0.837  5.29158658e-01  2.80008885e-01  5.94053523e-01    0.350284
 -0.836  5.29601484e-01  2.80477732e-01  5.92400878e-01    0.349448
 -0.835  5.30044151e-01  2.80946802e-01  5.90763901e-01    0.348612
 -0.834  5.30486658e-01  2.81416094e-01  5.89142355e-01    0.347778
 -0.833  5.30929003e-01  2.81885606e-01  5.87536008e-01    0.346944
 -0.832  5.31371185e-01  2.82355336e-01  5.85944633e-01    0.346112
 -0.831  5.31813204e-01  2.82825284e-01  5.84368008e-01    0.345281
 -0.830  5.32255058e-01  2.83295447e-01  5.82805915e-01    0.344450
 -0.829  5.32696747e-01  2.83765824e-01  5.81258140e-01    0.343621
 -0.828  5.33138269e-01  2.84236414e-01  5.79724476e-01    0.342792
 -0.827  5.33579624e-01  2.84707215e-01  5.78204718e-01    0.341965
 -0.826  5.34020810e-01  2.85178225e-01  5.76698664e-01    0.341138
 -0.825  5.34461826e-01  2.85649443e-01  5.75206119e-01    0.340313
 -0.824  5.34902671e-01  2.86120868e-01  5.73726890e-01    0.339488
 -0.823  5.35343345e-01  2.86592497e-01  5.72260788e-01    0.338665
 -0.822  5.35783846e-01  2.87064330e-01  5.70807629e-01    0.337842
 -0.821  5.36224173e-01  2.87536364e-01  5.69367230e-01    0.337021
 -0.820  5.36664326e-01  2.88008599e-01  5.67939415e-01    0.336200
 -0.819  5.37104303e-01  2.88481032e-01  5.66524008e-01    0.335381
 -0.818  5.37544102e-01  2.88953662e-01  5.65120839e-01    0.334562
 -0.817  5.37983724e-01  2.89426488e-01  5.63729741e-01    0.333745
 -0.816  5.38423167e-01  2.89899507e-01  5.62350548e-01    0.332928
 -0.815  5.38862431e-01  2.90372719e-01  5.60983099e-01    0.332113
 -0.814  5.39301513e-01  2.90846122e-01  5.59627236e-01    0.331298
 -0.813  5.39740413e-01  2.91319714e-01  5.58282804e-01    0.330485
 -0.812  5.40179130e-01  2.91793493e-01  5.56949649e-01    0.329672
 -0.811  5.40617664e-01  2.92267458e-01  5.55627623e-01    0.328861
 -0.810  5.41056012e-01  2.92741608e-01  5.54316579e-01    0.328050
 -0.809  5.41494174e-01  2.93215941e-01  5.53016372e-01    0.327241
 -0.808  5.41932149e-01  2.93690454e-01  5.51726861e-01    0.326432
 -0.807  5.42369936e-01  2.94165148e-01  5.50447908e-01    0.325625
 -0.806  5.42807534e-01  2.94640019e-01  5.49179374e-01    0.324818
 -0.805  5.43244941e-01  2.95115066e-01  5.47921128e-01    0.324013
 -0.804  5.43682158e-01  2.95590289e-01  5.46673037e-01    0.323208
 -0.803  5.44119182e-01  2.96065684e-01  5.45434971e-01    0.322405
 -0.802  5.44556013e-01  2.96541251e-01  5.44206804e-01    0.321602
 -0.801  5.44992650e-01  2.97016988e-01  5.42988412e-01    0.320801
 -0.800  5.45429091e-01  2.97492893e-01  5.41779672e-01    0.320000
 -0.799  5.45865336e-01  2.97968965e-01  5.40580463e-01    0.319201
 -0.798  5.46301383e-01  2.98445201e-01  5.39390667e-01    0.318402
 -0.797  5.46737232e-01  2.98921601e-01  5.38210168e-01    0.317605
 -0.796  5.47172882e-01  2.99398163e-01  5.37038852e-01    0.316808
 -0.795  5.47608331e-01  2.99874885e-01  5.35876607e-01    0.316013
 -0.794  5.48043579e-01  3.00351764e-01  5.34723322e-01    0.315218
 -0.793  5.48478624e-01  3.00828801e-01  5.33578889e-01    0.314425
 -0.792  5.48913466e-01  3.01305993e-01  5.32443201e-01    0.313632
 -0.791  5.49348103e-01  3.01783338e-01  5.31316154e-01    0.312841
 -0.790  5.49782534e-01  3.02260835e-01  5.30197644e-01    0.312050
 -0.789  5.50216759e-01  3.02738482e-01  5.29087569e-01    0.311261
 -0.788  5.50650776e-01  3.03216277e-01  5.27985831e-01    0.310472
 -0.787  5.51084584e-01  3.03694219e-01  5.26892332e-01    0.309685
 -0.786  5.51518183e-01  3.04172306e-01  5.25806974e-01    0.308898
 -0.785  5.51951570e-01  3.04650536e-01  5.24729663e-01    0.308113
 -0.784  5.52384746e-01  3.05128908e-01  5.23660306e-01    0.307328
 -0.783  5.52817709e-01  3.05607420e-01  5.22598811e-01    0.306544
 -0.782  5.53250458e-01  3.06086070e-01  5.21545088e-01    0.305762
 -0.781  5.53682993e-01  3.06564856e-01  5.20499047e-01    0.304981
 -0.780  5.54115311e-01  3.07043778e-01  5.19460602e-01    0.304200
 -0.779  5.54547412e-01  3.07522832e-01  5.18429666e-01    0.303421
 -0.778  5.54979295e-01  3.08002018e-01  5.17406155e-01    0.302642
 -0.777  5.55410960e-01  3.08481334e-01  5.16389985e-01    0.301865
 -0.776  5.55842404e-01  3.08960778e-01  5.15381074e-01    0.301088
 -0.775  5.56273627e-01  3.09440348e-01  5.14379342e-01    0.300313
 -0.774  5.56704627e-01  3.09920042e-01  5.13384708e-01    0.299538
 -0.773  5.57135405e-01  3.10399860e-01  5.12397096e-01    0.298764
 -0.772  5.57565958e-01  3.10879798e-01  5.11416427e-01    0.297992
 -0.771  5.57996287e-01  3.11359856e-01  5.10442626e-01    0.297220
 -0.770  5.58426388e-01  3.11840031e-01  5.09475618e-01    0.296450
 -0.769  5.58856263e-01  3.12320323e-01  5.08515330e-01    0.295681
 -0.768  5.59285909e-01  3.12800728e-01  5.07561688e-01    0.294912
 -0.767  5.59715326e-01  3.13281246e-01  5.06614623e-01    0.294145
 -0.766  5.60144512e-01  3.13761874e-01  5.05674062e-01    0.293378
 -0.765  5.60573467e-01  3.14242612e-01  5.04739938e-01    0.292612
 -0.764  5.61002189e-01  3.14723456e-01  5.03812182e-01    0.291848
 -0.763  5.61430678e-01  3.15204406e-01  5.02890726e-01    0.291085
 -0.762  5.61858932e-01  3.15685459e-01  5.01975505e-01    0.290322
 -0.761  5.62286950e-01  3.16166615e-01  5.01066453e-01    0.289560
 -0.760  5.62714732e-01  3.16647870e-01  5.00163507e-01    0.288800
 -0.759  5.63142276e-01  3.17129224e-01  4.99266602e-01    0.288041
 -0.758  5.63569582e-01  3.17610674e-01  4.98375676e-01    0.287282
 -0.757  5.63996648e-01  3.18092219e-01  4.97490668e-01    0.286525
 -0.756  5.64423472e-01  3.18573856e-01  4.96611517e-01    0.285768
 -0.755  5.64850056e-01  3.19055585e-01  4.95738163e-01    0.285013
 -0.754  5.65276396e-01  3.19537404e-01  4.94870548e-01    0.284258
 -0.753  5.65702492e-01  3.20019309e-01  4.94008614e-01    0.283504
 -0.752  5.66128343e-01  3.20501301e-01  4.93152302e-01    0.282752
 -0.751  5.66553949e-01  3.20983377e-01  4.92301557e-01    0.282000
 -0.750  5.66979307e-01  3.21465535e-01  4.91456323e-01    0.281250
 -0.749  5.67404417e-01  3.21947773e-01  4.90616546e-01    0.280500
 -0.748  5.67829278e-01  3.22430090e-01  4.89782171e-01    0.279752
 -0.747  5.68253890e-01  3.22912483e-01  4.88953144e-01    0.279004
 -0.746  5.68678249e-01  3.23394951e-01  4.88129414e-01    0.278258
 -0.745  5.69102357e-01  3.23877493e-01  4.87310928e-01    0.277512
 -0.744  5.69526212e-01  3.24360106e-01  4.86497635e-01    0.276768
 -0.743  5.69949812e-01  3.24842788e-01  4.85689485e-01    0.276025
 -0.742  5.70373157e-01  3.25325538e-01  4.84886427e-01    0.275282
 -0.741  5.70796245e-01  3.25808354e-01  4.84088414e-01    0.274541
 -0.740  5.71219076e-01  3.26291233e-01  4.83295396e-01    0.273800
 -0.739  5.71641649e-01  3.26774175e-01  4.82507326e-01    0.273060
 -0.738  5.72063962e-01  3.27257177e-01  4.81724156e-01    0.272322
 -0.737  5.72486015e-01  3.27740238e-01  4.80945840e-01    0.271585
 -0.736  5.72907806e-01  3.28223355e-01  4.80172332e-01    0.270848
 -0.735  5.73329335e-01  3.28706527e-01  4.79403587e-01    0.270112
 -0.734  5.73750600e-01  3.29189751e-01  4.78639561e-01    0.269378
 -0.733  5.74171601e-01  3.29673027e-01  4.77880208e-01    0.268645
 -0.732  5.74592335e-01  3.30156352e-01  4.77125486e-01    0.267912
 -0.731  5.75012804e-01  3.30639724e-01  4.76375351e-01    0.267180
 -0.730  5.75433004e-01  3.31123142e-01  4.75629762e-01    0.266450
 -0.729  5.75852935e-01  3.31606603e-01  4.74888676e-01    0.265720
 -0.728  5.76272597e-01  3.32090106e-01  4.74152053e-01    0.264992
 -0.727  5.76691988e-01  3.32573649e-01  4.73419850e-01    0.264264
 -0.726  5.77111107e-01  3.33057230e-01  4.72692029e-01    0.263538
 -0.725  5.77529953e-01  3.33540846e-01  4.71968549e-01    0.262813
 -0.724  5.77948525e-01  3.34024497e-01  4.71249372e-01    0.262088
 -0.723  5.78366822e-01  3.34508181e-01  4.70534458e-01    0.261364
 -0.722  5.78784843e-01  3.34991895e-01  4.69823769e-01    0.260642
 -0.721  5.79202587e-01  3.35475637e-01  4.69117268e-01    0.259920
 -0.720  5.79620053e-01  3.35959406e-01  4.68414917e-01    0.259200
 -0.719  5.80037240e-01  3.36443199e-01  4.67716679e-01    0.258481
 -0.718  5.80454146e-01  3.36927016e-01  4.67022519e-01    0.257762
 -0.717  5.80870771e-01  3.37410853e-01  4.66332400e-01    0.257044
 -0.716  5.81287114e-01  3.37894709e-01  4.65646287e-01    0.256328
 -0.715  5.81703174e-01  3.38378583e-01  4.64964145e-01    0.255612
 -0.714  5.82118950e-01  3.38862471e-01  4.64285939e-01    0.254898
 -0.713  5.82534440e-01  3.39346373e-01  4.63611635e-01    0.254184
 -0.712  5.82949643e-01  3.39830287e-01  4.62941199e-01    0.253472
 -0.711  5.83364560e-01  3.40314209e-01  4.62274598e-01    0.252760
 -0.710  5.83779187e-01  3.40798140e-01  4.61611800e-01    0.252050
 -0.709  5.84193526e-01  3.41282075e-01  4.60952771e-01    0.251340
 -0.708  5.84607573e-01  3.41766015e-01  4.60297480e-01    0.250632
 -0.707  5.85021330e-01  3.42249956e-01  4.59645894e-01    0.249924
 -0.706  5.85434793e-01  3.42733897e-01  4.58997983e-01    0.249218
 -0.705  5.85847963e-01  3.43217836e-01  4.58353716e-01    0.248512
 -0.704  5.86260839e-01  3.43701771e-01  4.57713061e-01    0.247808
 -0.703  5.86673418e-01  3.44185700e-01  4.57075989e-01    0.247105
 -0.702  5.87085701e-01  3.44669620e-01  4.56442469e-01    0.246402
 -0.701  5.87497686e-01  3.45153531e-01  4.55812473e-01    0.245701
 -0.700  5.87909372e-01  3.45637430e-01  4.55185971e-01    0.245000
 -0.699  5.88320759e-01  3.46121315e-01  4.54562933e-01    0.244301
 -0.698  5.88731845e-01  3.46605185e-01  4.53943333e-01    0.243602
 -0.697  5.89142628e-01  3.47089036e-01  4.53327140e-01    0.242905
 -0.696  5.89553109e-01  3.47572868e-01  4.52714329e-01    0.242208
 -0.695  5.89963286e-01  3.48056679e-01  4.52104870e-01    0.241513
 -0.694  5.90373158e-01  3.48540465e-01  4.51498737e-01    0.240818
 -0.693  5.90782723e-01  3.49024226e-01  4.50895903e-01    0.240125
 -0.692  5.91191982e-01  3.49507960e-01  4.50296341e-01    0.239432
 -0.691  5.91600933e-01  3.49991664e-01  4.49700026e-01    0.238741
 -0.690  5.92009574e-01  3.50475336e-01  4.49106930e-01    0.238050
 -0.689  5.92417906e-01  3.50958975e-01  4.48517029e-01    0.237361
 -0.688  5.92825926e-01  3.51442578e-01  4.47930297e-01    0.236672
 -0.687  5.93233634e-01  3.51926144e-01  4.47346708e-01    0.235985
 -0.686  5.93641028e-01  3.52409671e-01  4.46766239e-01    0.235298
 -0.685  5.94048109e-01  3.52893156e-01  4.46188864e-01    0.234613
 -0.684  5.94454874e-01  3.53376597e-01  4.45614559e-01    0.233928
 -0.683  5.94861323e-01  3.53859993e-01  4.45043300e-01    0.233245
 -0.682  5.95267454e-01  3.54343342e-01  4.44475063e-01    0.232562
 -0.681  5.95673267e-01  3.54826641e-01  4.43909826e-01    0.231881
 -0.680  5.96078761e-01  3.55309889e-01  4.43347563e-01    0.231200
 -0.679  5.96483934e-01  3.55793084e-01  4.42788254e-01    0.230521
 -0.678  5.96888786e-01  3.56276223e-01  4.42231875e-01    0.229842
 -0.677  5.97293315e-01  3.56759304e-01  4.41678403e-01    0.229165
 -0.676  5.97697521e-01  3.57242326e-01  4.41127816e-01    0.228488
 -0.675  5.98101402e-01  3.57725287e-01  4.40580093e-01    0.227813
 -0.674  5.98504957e-01  3.58208184e-01  4.40035211e-01    0.227138
 -0.673  5.98908186e-01  3.58691015e-01  4.39493149e-01    0.226465
 -0.672  5.99311087e-01  3.59173779e-01  4.38953886e-01    0.225792
 -0.671  5.99713660e-01  3.59656474e-01  4.38417400e-01    0.225121
 -0.670  6.00115903e-01  3.60139097e-01  4.37883671e-01    0.224450
 -0.669  6.00517815e-01  3.60621646e-01  4.37352679e-01    0.223781
 -0.668  6.00919395e-01  3.61104119e-01  4.36824402e-01    0.223112
 -0.667  6.01320643e-01  3.61586515e-01  4.36298821e-01    0.222445
 -0.666  6.01721556e-01  3.62068832e-01  4.35775916e-01    0.221778
 -0.665  6.02122135e-01  3.62551066e-01  4.35255666e-01    0.221113
 -0.664  6.02522379e-01  3.63033217e-01  4.34738053e-01    0.220448
 -0.663  6.02922285e-01  3.63515282e-01  4.34223057e-01    0.219785
 -0.662  6.03321853e-01  3.63997259e-01  4.33710660e-01    0.219122
 -0.661  6.03721083e-01  3.64479146e-01  4.33200841e-01    0.218461
 -0.660  6.04119972e-01  3.64960941e-01  4.32693582e-01    0.217800
 -0.659  6.04518521e-01  3.65442642e-01  4.32188865e-01    0.217141
 -0.658  6.04916727e-01  3.65924247e-01  4.31686672e-01    0.216482
 -0.657  6.05314591e-01  3.66405754e-01  4.31186983e-01    0.215825
 -0.656  6.05712110e-01  3.66887160e-01  4.30689782e-01    0.215168
 -0.655  6.06109285e-01  3.67368465e-01  4.30195051e-01    0.214513
 -0.654  6.06506113e-01  3.67849665e-01  4.29702771e-01    0.213858
 -0.653  6.06902594e-01  3.68330759e-01  4.29212925e-01    0.213205
 -0.652  6.07298727e-01  3.68811744e-01  4.28725497e-01    0.212552
 -0.651  6.07694512e-01  3.69292619e-01  4.28240469e-01    0.211901
 -0.650  6.08089945e-01  3.69773382e-01  4.27757824e-01    0.211250
 -0.649  6.08485028e-01  3.70254029e-01  4.27277545e-01    0.210601
 -0.648  6.08879759e-01  3.70734560e-01  4.26799617e-01    0.209952
 -0.647  6.09274136e-01  3.71214973e-01  4.26324021e-01    0.209305
 -0.646  6.09668159e-01  3.71695264e-01  4.25850743e-01    0.208658
 -0.645  6.10061827e-01  3.72175433e-01  4.25379766e-01    0.208013
 -0.644  6.10455138e-01  3.72655476e-01  4.24911075e-01    0.207368
 -0.643  6.10848093e-01  3.73135392e-01  4.24444652e-01    0.206725
 -0.642  6.11240689e-01  3.73615180e-01  4.23980484e-01    0.206082
 -0.641  6.11632925e-01  3.74094835e-01  4.23518554e-01    0.205440
 -0.640  6.12024802e-01  3.74574358e-01  4.23058847e-01    0.204800
 -0.639  6.12416317e-01  3.75053745e-01  4.22601348e-01    0.204160
 -0.638  6.12807470e-01  3.75532995e-01  4.22146042e-01    0.203522
 -0.637  6.13198259e-01  3.76012105e-01  4.21692914e-01    0.202884
 -0.636  6.13588684e-01  3.76491073e-01  4.21241950e-01    0.202248
 -0.635  6.13978743e-01  3.76969897e-01  4.20793134e-01    0.201613
 -0.634  6.14368436e-01  3.77448576e-01  4.20346453e-01    0.200978
 -0.633  6.14757762e-01  3.77927106e-01  4.19901892e-01    0.200345
 -0.632  6.15146719e-01  3.78405486e-01  4.19459437e-01    0.199712
 -0.631  6.15535307e-01  3.78883714e-01  4.19019074e-01    0.199080
 -0.630  6.15923525e-01  3.79361788e-01  4.18580789e-01    0.198450
 -0.629  6.16311371e-01  3.79839705e-01  4.18144568e-01    0.197821
 -0.628  6.16698844e-01  3.80317464e-01  4.17710398e-01    0.197192
 -0.627  6.17085944e-01  3.80795062e-01  4.17278265e-01    0.196565
 -0.626  6.17472669e-01  3.81272498e-01  4.16848156e-01    0.195938
 -0.625  6.17859019e-01  3.81749768e-01  4.16420057e-01    0.195312
 -0.624  6.18244993e-01  3.82226871e-01  4.15993956e-01    0.194688
 -0.623  6.18630589e-01  3.82703805e-01  4.15569840e-01    0.194065
 -0.622  6.19015806e-01  3.83180568e-01  4.15147695e-01    0.193442
 -0.621  6.19400644e-01  3.83657158e-01  4.14727509e-01    0.192821
 -0.620  6.19785102e-01  3.84133572e-01  4.14309270e-01    0.192200
 -0.619  6.20169177e-01  3.84609809e-01  4.13892964e-01    0.191580
 -0.618  6.20552871e-01  3.85085865e-01  4.13478580e-01    0.190962
 -0.617  6.20936180e-01  3.85561740e-01  4.13066105e-01    0.190344
 -0.616  6.21319106e-01  3.86037431e-01  4.12655526e-01    0.189728
 -0.615  6.21701645e-01  3.86512936e-01  4.12246833e-01    0.189112
 -0.614  6.22083798e-01  3.86988252e-01  4.11840013e-01    0.188498
 -0.613  6.22465564e-01  3.87463378e-01  4.11435053e-01    0.187884
 -0.612  6.22846941e-01  3.87938312e-01  4.11031943e-01    0.187272
 -0.611  6.23227928e-01  3.88413050e-01  4.10630671e-01    0.186660
 -0.610  6.23608525e-01  3.88887592e-01  4.10231226e-01    0.186050
 -0.609  6.23988730e-01  3.89361935e-01  4.09833595e-01    0.185440
 -0.608  6.24368543e-01  3.89836077e-01  4.09437767e-01    0.184832
 -0.607  6.24747962e-01  3.90310016e-01  4.09043732e-01    0.184224
 -0.606  6.25126987e-01  3.90783749e-01  4.08651479e-01    0.183618
 -0.605  6.25505616e-01  3.91257275e-01  4.08260995e-01    0.183012
 -0.604  6.25883848e-01  3.91730591e-01  4.07872271e-01    0.182408
 -0.603  6.26261683e-01  3.92203695e-01  4.07485296e-01    0.181804
 -0.602  6.26639119e-01  3.92676586e-01  4.07100058e-01    0.181202
 -0.601  6.27016156e-01  3.93149260e-01  4.06716547e-01    0.180600
 -0.600  6.27392792e-01  3.93621716e-01  4.06334754e-01    0.180000
 -0.599  6.27769027e-01  3.94093951e-01  4.05954666e-01    0.179400
 -0.598  6.28144859e-01  3.94565964e-01  4.05576275e-01    0.178802
 -0.597  6.28520288e-01  3.95037752e-01  4.05199569e-01    0.178204
 -0.596  6.28895312e-01  3.95509314e-01  4.04824539e-01    0.177608
 -0.595  6.29269931e-01  3.95980646e-01  4.04451174e-01    0.177012
 -0.594  6.29644143e-01  3.96451747e-01  4.04079465e-01    0.176418
 -0.593  6.30017948e-01  3.96922615e-01  4.03709402e-01    0.175824
 -0.592  6.30391344e-01  3.97393247e-01  4.03340974e-01    0.175232
 -0.591  6.30764331e-01  3.97863641e-01  4.02974173e-01    0.174640
 -0.590  6.31136907e-01  3.98333796e-01  4.02608988e-01    0.174050
 -0.589  6.31509072e-01  3.98803708e-01  4.02245409e-01    0.173460
 -0.588  6.31880824e-01  3.99273376e-01  4.01883429e-01    0.172872
 -0.587  6.32252164e-01  3.99742798e-01  4.01523036e-01    0.172284
 -0.586  6.32623088e-01  4.00211972e-01  4.01164223e-01    0.171698
 -0.585  6.32993597e-01  4.00680894e-01  4.00806978e-01    0.171112
 -0.584  6.33363690e-01  4.01149564e-01  4.00451295e-01    0.170528
 -0.583  6.33733366e-01  4.01617979e-01  4.00097162e-01    0.169944
 -0.582  6.34102623e-01  4.02086137e-01  3.99744572e-01    0.169362
 -0.581  6.34471461e-01  4.02554035e-01  3.99393516e-01    0.168780
 -0.580  6.34839879e-01  4.03021672e-01  3.99043984e-01    0.168200
 -0.579  6.35207875e-01  4.03489044e-01  3.98695968e-01    0.167620
 -0.578  6.35575449e-01  4.03956151e-01  3.98349459e-01    0.167042
 -0.577  6.35942600e-01  4.04422990e-01  3.98004448e-01    0.166464
 -0.576  6.36309326e-01  4.04889559e-01  3.97660928e-01    0.165888
 -0.575  6.36675628e-01  4.05355855e-01  3.97318889e-01    0.165313
 -0.574  6.37041503e-01  4.05821877e-01  3.96978323e-01    0.164738
 -0.573  6.37406951e-01  4.06287621e-01  3.96639222e-01    0.164165
 -0.572  6.37771971e-01  4.06753087e-01  3.96301577e-01    0.163592
 -0.571  6.38136562e-01  4.07218272e-01  3.95965381e-01    0.163021
 -0.570  6.38500723e-01  4.07683173e-01  3.95630625e-01    0.162450
 -0.569  6.38864453e-01  4.08147789e-01  3.95297301e-01    0.161881
 -0.568  6.39227750e-01  4.08612117e-01  3.94965401e-01    0.161312
 -0.567  6.39590615e-01  4.09076155e-01  3.94634918e-01    0.160745
 -0.566  6.39953046e-01  4.09539901e-01  3.94305843e-01    0.160178
 -0.565  6.40315041e-01  4.10003352e-01  3.93978168e-01    0.159613
 -0.564  6.40676601e-01  4.10466508e-01  3.93651887e-01    0.159048
 -0.563  6.41037724e-01  4.10929364e-01  3.93326990e-01    0.158485
 -0.562  6.41398409e-01  4.11391920e-01  3.93003471e-01    0.157922
 -0.561  6.41758656e-01  4.11854172e-01  3.92681322e-01    0.157361
 -0.560  6.42118462e-01  4.12316120e-01  3.92360536e-01    0.156800
 -0.559  6.42477828e-01  4.12777760e-01  3.92041104e-01    0.156241
 -0.558  6.42836752e-01  4.13239090e-01  3.91723021e-01    0.155682
 -0.557  6.43195234e-01  4.13700109e-01  3.91406277e-01    0.155125
 -0.556  6.43553271e-01  4.14160813e-01  3.91090867e-01    0.154568
 -0.555  6.43910865e-01  4.14621202e-01  3.90776784e-01    0.154013
 -0.554  6.44268012e-01  4.15081272e-01  3.90464018e-01    0.153458
 -0.553  6.44624713e-01  4.15541021e-01  3.90152565e-01    0.152905
 -0.552  6.44980967e-01  4.16000448e-01  3.89842417e-01    0.152352
 -0.551  6.45336772e-01  4.16459549e-01  3.89533566e-01    0.151801
 -0.550  6.45692128e-01  4.16918324e-01  3.89226006e-01    0.151250
 -0.549  6.46047033e-01  4.17376769e-01  3.88919731e-01    0.150701
 -0.548  6.46401487e-01  4.17834882e-01  3.88614732e-01    0.150152
 -0.547  6.46755489e-01  4.18292662e-01  3.88311004e-01    0.149605
 -0.546  6.47109037e-01  4.18750106e-01  3.88008540e-01    0.149058
 -0.545  6.47462131e-01  4.19207212e-01  3.87707334e-01    0.148513
 -0.544  6.47814771e-01  4.19663977e-01  3.87407377e-01    0.147968
 -0.543  6.48166954e-01  4.20120400e-01  3.87108665e-01    0.147425
 -0.542  6.48518680e-01  4.20576478e-01  3.86811191e-01    0.146882
 -0.541  6.48869947e-01  4.21032209e-01  3.86514948e-01    0.146341
 -0.540  6.49220756e-01  4.21487591e-01  3.86219929e-01    0.145800
 -0.539  6.49571106e-01  4.21942621e-01  3.85926129e-01    0.145261
 -0.538  6.49920994e-01  4.22397298e-01  3.85633541e-01    0.144722
 -0.537  6.50270420e-01  4.22851619e-01  3.85342159e-01    0.144185
 -0.536  6.50619384e-01  4.23305583e-01  3.85051977e-01    0.143648
 -0.535  6.50967884e-01  4.23759186e-01  3.84762989e-01    0.143113
 -0.534  6.51315919e-01  4.24212427e-01  3.84475188e-01    0.142578
 -0.533  6.51663489e-01  4.24665303e-01  3.84188569e-01    0.142045
 -0.532  6.52010592e-01  4.25117812e-01  3.83903125e-01    0.141512
 -0.531  6.52357228e-01  4.25569953e-01  3.83618850e-01    0.140981
 -0.530  6.52703395e-01  4.26021722e-01  3.83335740e-01    0.140450
 -0.529  6.53049093e-01  4.26473118e-01  3.83053787e-01    0.139921
